seed,x0_equation,x0_test_drift_mse,x0_test_diffusion_mse
0,"[-1.07*x0 + x19*(x1 - 0.985*x18 + 0.0201) + 4.03, -0.209*x0]",0.039075545966625214,0.0005720343324355781
1,"[-1.1*x0 + x19*(x1 - 0.98*x18) + 4.06, 0.213*x0 - 0.00493*x10 - 0.00493*x14 - 0.00493*x4]",0.06403042376041412,0.0008686069049872458
2,"[(x1 - 2.22)*(x19 - 0.209*x2) + 3.24, 0.0328*x0**2 + 0.0156*x19**2 + 0.305]",12.168501853942871,0.06612920016050339
3,"[-1.09*x0 + x1*x19 - 0.98*x18*x19 + 4.03, 0.21*x0 + 0.00964]",0.05764211341738701,0.00103568728081882
4,"[-1.06*x0 + x19*(x1 - 0.973*x18) + 3.99, -0.207*x0 + 0.00968*x19]",0.0518302246928215,0.0004923316882923245
5,"[-1.06*x0 + x19*(x1 - 0.971*x18) + 4.02, -0.21*x0]",0.05367701128125191,0.0007391893304884434
6,"[-1.05*x0 + x19*(x1 - 0.979*x18) + 4.04, 0.205*x0]",0.03217156231403351,0.000152432345203124
7,"[(x19 - 0.295)*(x1 - 0.837*x18 - 0.728) + 2.93, -0.591]",2.8877429962158203,0.11722077429294586
8,"[x19*(x1 - 0.975*x18) + 4.0, 0.0103 - 0.256*x0]",7.120100021362305,0.020124133676290512
9,"[-1.09*x0 - 0.981*x19*(-1.01*x1 + x18) + 3.97, 0.205*x0]",0.07968811690807343,0.0001978531654458493
