seed,x0_equation,x0_test_drift_mse,x0_test_diffusion_mse,x1_equation,x1_test_drift_mse,x1_test_diffusion_mse
0,"[-0.018*x0**2 - 0.252*x0*x1 + x0, 0.318*x0]",22.98578643798828,0.8935753703117371,"[-0.354*x1*(1.04 - 0.352*x0), 0.148*x1*(0.239*x0 + 1.03)]",0.7741734385490417,1.1847772598266602
1,"[-0.297*x0*(0.078*x0 + x1 - 4.02), x0*(-0.00129*x1**2 - 0.278)]",24.171445846557617,0.7824276089668274,"[0.127*x0*x1 - 0.362*x1, -0.176*x0*(0.0126*x0*x1 - 0.00203) - 0.176*x1]",0.9700398445129395,5.791035175323486
2,"[x0*(-0.0154*x0 - 0.288*x1 + 1.1), -0.321*x0]",13.74928092956543,0.9489085674285889,"[0.119*x0*x1 - 0.38*x1, x1*(0.00239*x0**2 + 0.184)]",0.4321092665195465,6.7025465965271
3,"[-0.283*x0*(0.0933*x0 + x1 - 4.33), -0.34*x0]",30.48238754272461,1.266946792602539,"[x1*(0.12*x0 - 0.368), -0.002*x0**2*x1 - 0.168*x1]",0.5141374468803406,4.633999824523926
4,"[(1.32 - 0.439*x1)*(-0.0488*x0*x1 + x0), 0.00148 - 0.3*x0]",22.194671630859375,0.6413774490356445,"[0.112*x1*(x0 - 3.36), 0.00199*x0**2*x1 + 0.163*x1]",0.19961072504520416,4.580104827880859
5,"[-0.304*x0*(x1 - 3.54), -5.86e-5*x0*x1**3 - 0.325*x0]",9.219522476196289,1.204664707183838,"[0.0921*x1*(x0 - 3.81), 0.00234*x0**2*x1 + 0.167*x1]",0.06145782396197319,6.341673374176025
6,"[-0.295*x0*(x1 - 3.88), 0.00545*x0**2 + 0.333*x0]",13.786392211914062,6.451210021972656,"[0.116*x1*(x0 - 3.14), -0.00183*x0**2*x1 - 0.19*x1]",0.38073381781578064,3.9369513988494873
7,"[-0.243*x0*x1 + x0, -0.398*x0]",21.611858367919922,2.5244638919830322,"[0.119*x0*x1 - 0.34*x1, 0.00417*x0**2*x1 + 0.174*x1]",0.6264792680740356,20.424453735351562
8,"[-0.286*x0*(0.0925*x0 + x1 - 4.1), 0.00144 - 0.327*x0]",33.2814826965332,1.0410679578781128,"[x1*(0.12*x0 - 0.335), x1*(0.00207*x0**2 + 0.18)]",0.7002742290496826,5.034008502960205
9,"[x0*(-0.000594*x0**2 - 0.253*x1 + 1.09), -0.373*x0]",57.87364196777344,1.92453134059906,"[0.123*x0*x1 - 0.345*x1, -0.00255*x0**2*x1 - 0.174*x1]",0.7925596833229065,7.5943684577941895
