seed,x0_equation,x0_test_drift_mse,x0_test_diffusion_mse
0,"[-0.979*x0 - 0.979*x19*(-1.01*x1 + x18) + 4.04, -0.171*x0]",0.03302861750125885,0.005672637373209
1,"[-1.07*x0 + x19*(x1 - 0.984*x18) + 4.14, 0.00636*x0**2 + 0.146*x0]",0.03943860903382301,0.0075839790515601635
2,"[-0.399*x17 + (x1 - 2.82)*(x19 - 0.553) + 3.89, (-0.138*x0 - 0.138*x2)*(0.234*x0 - 0.357) - 0.535]",10.308477401733398,0.060274552553892136
3,"[-1.01*x0 + x19*(x1 - 0.993*x18) + 4.1, -0.0567*x0**2]",0.013854986056685448,0.04138742759823799
4,"[-1.11*x0 + x19*(x1 - 0.985*x18) + 4.13, -0.172*x0]",0.06967982649803162,0.005383861251175404
5,"[-1.07*x0 + x19*(x1 - 0.983*x18) + 4.06, -0.168*x0]",0.039733126759529114,0.007063464727252722
6,"[-1.05*x0 + (x1 - 0.985*x18)*(x19 + 0.0148) + 4.09, -0.174*x0]",0.018144702538847923,0.00470685726031661
7,"[-1.09*x0 + x19*(x1 - 0.992*x18) + 4.13, -0.165*x0]",0.04179973900318146,0.008454370312392712
8,"[(x19 - 0.137)*(-0.29*x0 + x1 - 0.937*x18) + 3.47, -0.188*x0]",1.3985563516616821,0.0009835753589868546
9,"[-1.05*x0 + x19*(x1 - 0.987*x18) + 4.07, -0.167*x0]",0.019598636776208878,0.007240870501846075
